text,label,
just received my replacement card what steps do i need to take to activate it,0,
ive made a bank transfer but the money doesnt seem to be in my account,5,
whats the foreign exchange rate i will receive,32,
cash withdrawal has been pending why is it so,46,
theres a payment with my card that i definitely didnt create i dont know anyone by that name,16,
i made a deposit in the atm and it has not cleared,46,
my cash withdrawal was not entirely complete,75,
where do i go to activate my card,0,
i used my card and there was a fee,15,
im currently not in possession of my phone is it still possible to go about things normally without access to the app,42,
how do i topup my card with a cheque,58,
i want to cancel a transaction,8,
can i see where my funds come from,70,
who do i talk to for transactions debited twice,63,
how are the exchange rates for transfers calculated,32,
you charged me more than once for the same transaction,63,
help my card is broken,14,
can third party fees affect a transfer,56,
what is the extra €1 on my statement for,34,
can you help me with proving my identity,68,
can i choose whether i receive a visa or a mastercard card,73,
how old do you need to be to have an account,1,
my payment is in the app but hasnt gone through yet,45,
what are the additional charges for a swift transfer,56,
why isnt my topup going through,47,
i had a cheque deposited but i dont see my money yet,6,
i think someone saw my pin and i am on vacation in spain can i change it locally at an atm,21,
i need to verify my identity how do i do that,69,
what are the exchange rates,32,
ive been waiting for a top up to come through for over an hour and i need the funds now,47,
how long will it take to verify my account,68,
hi is there any problem with app as i am facing some issues with the exchange of crypto currency i am extremely interested in buying,7,
is the a reason why my transfer has failed,35,
can you refund my purchase,52,
i have a card payment that has been pending for some time and would like to know when it is going to go through,45,
what do i have to do to get the virtual card to work,72,
my plans may change so i may need to change from gbp to aud,33,
i placed a cheque but the funds arent there,6,
